name_allsides,url_as,bias_as,agree_as,disagree_as,agree_ratio_as,agree_desc_as,orig_name_as,unique_id_as,news_link,bias_mbfc,reporting_mbfc,country_mbfc,references_mbfc,orig_name_mbfc,unique_id_mbfc,name_mbfc
the guardian,https://www.allsides.com/news-source/guardian,left-center,7386,4628,1.5959377700916200,agree,the guardian,262.0,https://mediabiasfactcheck.com/the-guardian/,left-center,high,united kingdom,"8,715,772",the guardian,2298.0,the guardian
the hill,https://www.allsides.com/news-source/hill-media-bias,center,8959,11455,0.7821038847657950,somewhat disagree,the hill,263.0,https://mediabiasfactcheck.com/the-hill/,right-center,mostly factual,united states,"2,663,933",the hill,1283.0,the hill
the independent,https://www.allsides.com/news-source/independent-0,left-center,195,173,1.1271676299926500,somewhat agree,the independent,265.0,https://mediabiasfactcheck.com/the-independent/,left-center,high,united kingdom,"8,236,344",the independent,2307.0,the independent
the intercept,https://www.allsides.com/news-source/intercept,left,1939,845,2.294674556185860,strongly agree,the intercept,266.0,https://mediabiasfactcheck.com/the-intercept/,left-center,high,united states,"1,059,871",the intercept,2311.0,the intercept
the libertarian republic,https://www.allsides.com/news-source/libertarian-republic,right-center,829,679,1.2209131074930600,somewhat agree,the libertarian republic,270.0,https://mediabiasfactcheck.com/the-libertarian-republic/,right-center,high,united states,"61,834",the libertarian republic,2324.0,the libertarian republic
the nation,https://www.allsides.com/news-source/nation-media-bias,left,1099,372,2.9543010751894000,strongly agree,the nation,271.0,https://mediabiasfactcheck.com/the-nation/,left,high,united states,"3,425,379",the nation,2340.0,the nation
the national pulse,https://www.allsides.com/news-source/national-pulse-media-bias,right,10,8,1.2499999984375,somewhat agree,the national pulse,272.0,https://mediabiasfactcheck.com/the-national-pulse/,questionable sources,low,nan,80,the national pulse,433.0,the national pulse
the post millennial,https://www.allsides.com/news-source/post-millennial-media-bias,right-center,135,85,1.5882352939308000,agree,the post millennial,278.0,https://mediabiasfactcheck.com/the-post-millennial/,right,mostly factual,canada,"11,394",the post millennial,1286.0,the post millennial
the resurgent,https://www.allsides.com/news-source/resurgent-media-bias,right,77,61,1.2622950817602800,somewhat agree,the resurgent,282.0,https://mediabiasfactcheck.com/the-resurgent/,right,mixed,nan,"141,652",the resurgent,1148.0,the resurgent
the root,https://www.allsides.com/news-source/root,left-center,288,371,0.7762803234292110,somewhat disagree,the root,283.0,https://mediabiasfactcheck.com/the-root/,left,high,united states,"10,043,862",the root,2378.0,the root
the texas observer,https://www.allsides.com/news-source/texas-observer-media-bias,left-center,44,44,0.9999999997727270,nan,the texas observer,289.0,https://mediabiasfactcheck.com/the-texas-observer/,left,high,united states,"87,017",the texas observer,2399.0,the texas observer
the verge,https://www.allsides.com/news-source/verge,left-center,558,376,1.48404255315202,somewhat agree,the verge,291.0,https://mediabiasfactcheck.com/the-verge/,left-center,high,united states,"2,862,457",the verge,2412.0,the verge
time magazine,https://www.allsides.com/news-source/time-magazine-news-media-bias,left-center,5179,4310,1.2016241299276100,somewhat agree,time magazine,298.0,https://mediabiasfactcheck.com/time/,left-center,high,united states,"5,985,276",time magazine,2433.0,time magazine
townhall,https://www.allsides.com/news-source/townhall-bias,right,9073,13830,0.656037599421073,disagree,townhall,299.0,https://mediabiasfactcheck.com/townhall/,right,mixed,united states,"3,500,480",townhall,1164.0,townhall
truthdig,https://www.allsides.com/news-source/truthdig-media-bias,left,64,34,1.8823529406228400,agree,truthdig,301.0,https://mediabiasfactcheck.com/truthdig/,left,high,united states,"2,005,299",truthdig,2451.0,truthdig
truthout,https://www.allsides.com/news-source/truthout,left-center,337,358,0.9413407820966100,somewhat disagree,truthout,302.0,https://mediabiasfactcheck.com/truth-out/,left,mixed,united states,"2,909,288",truthout,1167.0,truthout
upworthy,https://www.allsides.com/news-source/upworthy,left,436,311,1.4019292604050800,somewhat agree,upworthy,305.0,https://mediabiasfactcheck.com/upworthy/,left,high,united states,"107,186",upworthy,2461.0,upworthy
usa today,https://www.allsides.com/news-source/usa-today-media-bias,center,13333,11372,1.172441083361610,somewhat agree,usa today,306.0,https://mediabiasfactcheck.com/usa-today-2/,left-center,high,united states,"16,253,014",usa today,2466.0,usa today
vanity fair,https://www.allsides.com/news-source/vanity-fair,left-center,3441,2246,1.5320569901979900,agree,vanity fair,307.0,https://mediabiasfactcheck.com/vanity-fair/,left,mostly factual,united states,"1,640,670",vanity fair,1292.0,vanity fair
virginia mercury,https://www.allsides.com/news-source/virginia-mercury-media-bias,center,8,18,0.4444444441975310,strongly disagree,virginia mercury,309.0,https://mediabiasfactcheck.com/virginia-mercury/,left-center,high,united states,"1,627",virginia mercury,2478.0,virginia mercury
vox,https://www.allsides.com/news-source/vox-news-media-bias,left,15869,12981,1.2224790077796600,somewhat agree,vox,311.0,https://mediabiasfactcheck.com/vox/,left,mostly factual,united states,"8,056,806",vox,1293.0,vox
washington examiner,https://www.allsides.com/news-source/washington-examiner,right-center,6415,3257,1.9696039299908800,agree,washington examiner,317.0,https://mediabiasfactcheck.com/washington-examiner/,right,mixed,united states,"1,401,834",washington examiner,1187.0,washington examiner
washington free beacon,https://www.allsides.com/news-source/washington-free-beacon,right,512,501,1.0219560878039500,somewhat agree,washington free beacon,318.0,https://mediabiasfactcheck.com/washington-free-beacon/,right,mixed,united states,"1,213,943",washington free beacon,1188.0,washington free beacon
washington monthly,https://www.allsides.com/news-source/washington-monthly,left-center,226,202,1.118811881132730,somewhat agree,washington monthly,319.0,https://mediabiasfactcheck.com/washington-monthly/,left-center,high,united states,"3,418,140",washington monthly,2492.0,washington monthly
washington post,https://www.allsides.com/news-source/washington-post-media-bias,left-center,26367,16777,1.5716159027230300,agree,washington post,320.0,https://mediabiasfactcheck.com/washington-post/,left-center,high,united states,"14,466,517",washington post,2493.0,washington post
washington times,https://www.allsides.com/news-source/washington-times-bias,right-center,22422,11139,2.0129275518430600,strongly agree,washington times,321.0,https://mediabiasfactcheck.com/washington-times/,right-center,mixed,united states,"4,111,824",washington times,1192.0,washington times
boing boing,https://www.allsides.com/news-source/boing-boing,left,826,548,1.50729927004549,agree,boing boing,25.0,https://mediabiasfactcheck.com/boing-boing/,left,mixed,united states,"5,066,631",boingboing,747.0,boingboing
breitbart news,https://www.allsides.com/news-source/breitbart,right,21196,8654,2.44927201293916,strongly agree,breitbart news,29.0,https://mediabiasfactcheck.com/breitbart/,questionable sources,mixed,united states,"3,846,103",breitbart,68.0,breitbart
bustle,https://www.allsides.com/news-source/bustle,left-center,747,766,0.975195822441577,somewhat disagree,bustle,32.0,https://mediabiasfactcheck.com/bustle-magazine/,left-center,mostly factual,united states,"402,019",bustle magazine,1215.0,bustle magazine
buzzfeed news,https://www.allsides.com/news-source/buzzfeed-media-bias,left,9579,7192,1.33189655172229,somewhat agree,buzzfeed news,33.0,https://mediabiasfactcheck.com/buzzfeed/,left-center,mixed,united states,"257,716",buzzfeed,753.0,buzzfeed
cnn (web news),https://www.allsides.com/news-source/cnn-media-bias,left-center,31001,32844,0.943886250151948,somewhat disagree,cnn (web news),52.0,https://mediabiasfactcheck.com/cnn/,left,mostly factual,united states,"30,024,580",cnn,1223.0,cnn
cnn - editorial,https://www.allsides.com/news-source/cnn-editorial,left,12311,3335,3.6914542728525,absolutely agree,cnn - editorial,53.0,https://mediabiasfactcheck.com/cnn/,left,mostly factual,united states,"30,024,580",cnn,1223.0,cnn
cnsnews,https://www.allsides.com/news-source/cnsnewscom,right,817,697,1.17216642752981,somewhat agree,cnsnews.com,54.0,https://mediabiasfactcheck.com/cns-news/,questionable sources,low,united states,"1,029,917",cns news,87.0,cns news
counter currents,https://www.allsides.com/news-source/counter-currents,left-center,335,247,1.35627530358881,somewhat agree,counter currents,60.0,https://mediabiasfactcheck.com/countercurrents-org/,left,high,india,"323,696",countercurrents.org,1526.0,countercurrents
daily northwestern,https://www.allsides.com/news-source/daily-northwestern,left-center,369,373,0.989276139383666,somewhat disagree,daily northwestern,69.0,https://mediabiasfactcheck.com/the-daily-northwestern/,center,high,united states,"119,191",the daily northwestern,2279.0,the daily northwestern
daily progress,https://www.allsides.com/news-source/daily-progress,center,406,396,1.02525252522664,somewhat agree,daily progress,71.0,https://mediabiasfactcheck.com/the-daily-progress/,center,high,nan,"173,291",the daily progress,2280.0,the daily progress
esquire,https://www.allsides.com/news-source/esquire,left,953,522,1.82567049804932,agree,esquire,83.0,https://mediabiasfactcheck.com/esquire-magazine/,left,mostly factual,united states,"591,263",esquire magazine,1236.0,esquire magazine
eurek alert,https://www.allsides.com/news-source/eurek-alert,center,333,368,0.904891304323237,somewhat disagree,eurek alert,85.0,https://mediabiasfactcheck.com/eurekaalert/,pro-science,very high,united states,"1,470,611",eurekaalert,2542.0,eurekaalert
factcheck,https://www.allsides.com/news-source/factcheckorg-media-bias,center,5950,4563,1.30396668857922,somewhat agree,factcheck.org,87.0,https://mediabiasfactcheck.com/factcheck/,center,very high,united states,"1,026,991",fact check,2545.0,fact check
financial times,https://www.allsides.com/news-source/financial-times-media-bias,center,490,326,1.50306748461647,agree,financial times,90.0,https://mediabiasfactcheck.com/financial-times/,center,high,united kingdom,"6,923,493",financal times,1646.0,financal times
fiscal times,https://www.allsides.com/news-source/fiscal-times,right-center,704,601,1.17138103159449,somewhat agree,fiscal times,91.0,https://mediabiasfactcheck.com/the-fiscal-times/,right-center,high,nan,"239,313",the fiscal times,2291.0,the fiscal times
fox news latino,https://www.allsides.com/news-source/fox-news-latino,right,1845,953,1.93599160543614,agree,fox news latino,96.0,https://mediabiasfactcheck.com/fox-news/,right,mixed,united states,"15,148,777",fox news,865.0,fox news
fox news opinion,https://www.allsides.com/news-source/fox-news-editorial-media-bias,right,10233,2419,4.23026043818012,absolutely agree,fox news opinion,97.0,https://mediabiasfactcheck.com/fox-news/,right,mixed,united states,"15,148,777",fox news,865.0,fox news
fox online news,https://www.allsides.com/news-source/fox-news-media-bias,right-center,25988,34798,0.746824530145196,somewhat disagree,fox online news,98.0,https://mediabiasfactcheck.com/fox-news/,right,mixed,united states,"15,148,777",fox news,865.0,fox news
gq,https://www.allsides.com/news-source/gqcom-media-bias,left-center,55,74,0.743243243142805,somewhat disagree,gq.com,102.0,https://mediabiasfactcheck.com/gq-magazine/,left,high,united states,"2,410,365",gq magazine,1699.0,gq magazine
herald democrat,https://www.allsides.com/news-source/herald-democrat-0,left,443,362,1.22375690604354,somewhat agree,herald democrat,107.0,https://mediabiasfactcheck.com/albany-democrat-herald/,center,high,united states,"14,521",albany democrat-herald,1331.0,albany democrat-herald
hotair,https://www.allsides.com/news-source/hotair,right-center,1000,895,1.1173184357417100,somewhat agree,hotair,109.0,https://mediabiasfactcheck.com/hot-air/,right,mostly factual,united states,"4,746,030",hot air,1247.0,hot air
investor's business daily,https://www.allsides.com/news-source/investors-business-daily,right-center,1144,915,1.25027322403005,somewhat agree,investor's business daily,124.0,https://mediabiasfactcheck.com/investors-business-daily/,right,mixed,united states,"1,202,413",investors business daily,923.0,investors business daily
live action news,https://www.allsides.com/news-source/live-action-news,right-center,280,186,1.50537634400509,agree,live action news,139.0,https://mediabiasfactcheck.com/live-action/,conspiracy-pseudoscience,mixed,united states,"65,747",live action,952.0,live action
mcclatchydc,https://www.allsides.com/news-source/mcclatchydc-media-bias,center,66,84,0.785714285620748,somewhat disagree,mcclatchydc,145.0,https://mediabiasfactcheck.com/mcclatchydc/,left-center,high,united states,"2,015,784",mcclatchy dc,1876.0,mcclatchy dc
