name_mbfc,news_link,bias_mbfc,reporting_mbfc,country_mbfc,references_mbfc
opposition report,https://mediabiasfactcheck.com/opposition-report/,questionable sources,mixed,,"9,798"
overpasses for america,https://mediabiasfactcheck.com/overpasses-for-america/,questionable sources,low,united states,"2,463"
pacific pundit,https://mediabiasfactcheck.com/pacific-pundit/,questionable sources,low,united states,"87,084"
pants on fire news,https://mediabiasfactcheck.com/pants-on-fire-news/,questionable sources,low,united states,0
patribotics blog,https://mediabiasfactcheck.com/patribotics-blog/,questionable sources,low,,"9,544"
patriot beacon,https://mediabiasfactcheck.com/patriot-beacon/,questionable sources,low,,6
patriot beat,https://mediabiasfactcheck.com/patriot-beat/,questionable sources,mixed,,"5,600"
patriot fires,https://mediabiasfactcheck.com/patriot-fires/,questionable sources,low,,"1,691"
patriot journal,https://mediabiasfactcheck.com/patriot-journal/,questionable sources,mixed,,"6,345"
patriot update,https://mediabiasfactcheck.com/patriot-update/,questionable sources,low,,"224,331"
patriotic express,https://mediabiasfactcheck.com/patriotic-express/,questionable sources,low,,"3,233"
patriotic viral news,https://mediabiasfactcheck.com/patriotic-viral-news/,questionable sources,low,,"3,381"
patriots voice,https://mediabiasfactcheck.com/patriots-voice/,questionable sources,low,unknown or invalid region,33
pc must die news,https://mediabiasfactcheck.com/pc-must-die-news/,questionable sources,low,united states,0
personal liberty,https://mediabiasfactcheck.com/personal-liberty/,questionable sources,low,united states,"142,960"
plymouth patriot post,https://mediabiasfactcheck.com/plymouth-patriot-post/,questionable sources,low,united states,"2,130"
pm nightly news,https://mediabiasfactcheck.com/pm-nightly-news/,questionable sources,low,united states,36
police times,https://mediabiasfactcheck.com/police-times/,questionable sources,low,,24
political ears,https://mediabiasfactcheck.com/political-ears/,questionable sources,low,,53
political flare,https://mediabiasfactcheck.com/political-flare/,questionable sources,low,united states,83
political inbox,https://mediabiasfactcheck.com/political-inbox/,questionable sources,low,,9
political insider,https://mediabiasfactcheck.com/political-insider/,questionable sources,mixed,united states,"29,664"
political mayhem news,https://mediabiasfactcheck.com/political-mayhem-news/,questionable sources,low,,"3,720"
political site news,https://mediabiasfactcheck.com/political-site-news/,questionable sources,low,unknown or invalid region,"40,978"
political state,https://mediabiasfactcheck.com/political-state/,questionable sources,mixed,united states,641
politico info,https://mediabiasfactcheck.com/politico-info/,questionable sources,low,unknown or invalid region,71
politics live,https://mediabiasfactcheck.com/politics-live/,questionable sources,very low,unknown or invalid region,7
poltifact news,https://mediabiasfactcheck.com/politifact-news/,questionable sources,low,,120
population research institute,https://mediabiasfactcheck.com/population-research-institute/,questionable sources,low,united states,0
powdered wig society,https://mediabiasfactcheck.com/powdered-wig-society/,questionable sources,low,united states,"29,597"
prageru,https://mediabiasfactcheck.com/prageru/,questionable sources,low,united states,"115,631"
president 45 donald trump,https://mediabiasfactcheck.com/president-45-donald-trump/,questionable sources,low,,"6,903"
press tv,https://mediabiasfactcheck.com/press-tv/,questionable sources,low,iran,"6,199,012"
prideof-america (american news),https://mediabiasfactcheck.com/prideof-america-org-american-news/,questionable sources,low,,77
prntly,https://mediabiasfactcheck.com/prntly/,questionable sources,low,unknown or invalid region,"1,437"
pro trump news,https://mediabiasfactcheck.com/pro-trump-news/,questionable sources,low,unknown or invalid region,0
progress tribune,https://mediabiasfactcheck.com/progress-tribune/,questionable sources,mixed,united states,34
progressives today,https://mediabiasfactcheck.com/progressives-today/,questionable sources,low,united states,"46,006"
project purge,https://mediabiasfactcheck.com/project-purge/,questionable sources,low,,100
proud leader,https://mediabiasfactcheck.com/proud-leader/,questionable sources,low,,995
puppet string news,https://mediabiasfactcheck.com/puppet-string-news/,questionable sources,low,,"16,565"
qanon.pub,https://mediabiasfactcheck.com/qanon-pub/,conspiracy-pseudoscience,very low,united states,"105,298"
raw conservative opinions,https://mediabiasfactcheck.com/raw-conservative-opinions/,questionable sources,mixed,united states,0
react365,https://mediabiasfactcheck.com/react-365/,questionable sources,very low,united states,"211,049"
read conservatives,https://mediabiasfactcheck.com/read-conservatives/,questionable sources,low,,132
reagan coalition,https://mediabiasfactcheck.com/reagan-coalition/,questionable sources,low,,"11,456"
real time politics,https://mediabiasfactcheck.com/real-time-politics/,questionable sources,low,,540
red blue divide,https://mediabiasfactcheck.com/red-blue-divide/,questionable sources,mixed,united states,0
red country - conservative news,https://mediabiasfactcheck.com/red-country-conservative-news/,questionable sources,low,,33
red ice tv,https://mediabiasfactcheck.com/red-ice-tv/,questionable sources,low,sweden,"551,400"
red info,https://mediabiasfactcheck.com/red-info/,questionable sources,very low,macedonia,7
red people,https://mediabiasfactcheck.com/red-people/,questionable sources,very low,macedonia,7
red politics,https://mediabiasfactcheck.com/red-politics/,questionable sources,low,,4
qpolitical,https://mediabiasfactcheck.com/red-rock-daily-news/,questionable sources,mixed,united states,75
red rock tribune,https://mediabiasfactcheck.com/red-rock-tribune/,questionable sources,low,united states,16
red state pundit,https://mediabiasfactcheck.com/red-state-pundit/,questionable sources,low,unknown or invalid region,"1,071"
red state watcher,https://mediabiasfactcheck.com/red-state-watcher/,questionable sources,low,,"116,172"
"red, white and right",https://mediabiasfactcheck.com/red-white-and-right/,questionable sources,low,,"3,331"
redstatewave,https://mediabiasfactcheck.com/redstatewave/,questionable sources,low,,41
reed cooper news,https://mediabiasfactcheck.com/reed-cooper-news/,questionable sources,low,united states,"3,271"
renew america,https://mediabiasfactcheck.com/renew-america/,questionable sources,low,united states,"954,240"
return of kings,https://mediabiasfactcheck.com/return-of-kings/,questionable sources,low,,"287,316"
right alerts,https://mediabiasfactcheck.com/right-alerts/,questionable sources,low,,"5,506"
right smarts,https://mediabiasfactcheck.com/right-smarts/,questionable sources,mixed,,570
right wing news (rightwing.news),https://mediabiasfactcheck.com/right-wing-news-rightwing-news/,questionable sources,low,,"18,558"
rinf,https://mediabiasfactcheck.com/rinf/,questionable sources,low,,"159,126"
rt news,https://mediabiasfactcheck.com/rt-news/,questionable sources,very low,russia,"4,385,211"
russia insider,https://mediabiasfactcheck.com/russia-insider/,questionable sources,low,russia,"50,634"
russian news agency-tass,https://mediabiasfactcheck.com/russian-news-agency-tass/,questionable sources,mixed,russia,"1,477,814"
ruth institute,https://mediabiasfactcheck.com/ruth-institute/,questionable sources,mixed,united states,"62,133"
santa monica observer,https://mediabiasfactcheck.com/santa-monica-observer/,questionable sources,low,united states,"47,171"
shared news report,https://mediabiasfactcheck.com/shared-news-report/,questionable sources,low,unknown or invalid region,7
sharia watch uk,https://mediabiasfactcheck.com/sharia-watch-uk/,questionable sources,very low,,"11,705"
shtfplan,https://mediabiasfactcheck.com/shtfplan-com/,questionable sources,mixed,,"631,148"
sick chirpse,https://mediabiasfactcheck.com/sick-chirpse/,questionable sources,very low,,"201,647"
smoloko,https://mediabiasfactcheck.com/smoloko-news/,questionable sources,very low,,"57,724"
sons of 1776,https://mediabiasfactcheck.com/sons-of-1776/,questionable sources,low,united states,0
south africa today,https://mediabiasfactcheck.com/south-africa-today/,questionable sources,mixed,south africa,"48,795"
speisa,https://mediabiasfactcheck.com/speisa/,questionable sources,low,,"42,975"
sputnik,https://mediabiasfactcheck.com/sputnik-news/,questionable sources,very low,russia,"2,957,272"
squawker,https://mediabiasfactcheck.com/squawker/,questionable sources,low,united states,"11,723"
stares at the world,https://mediabiasfactcheck.com/stares-at-the-world/,questionable sources,low,united states,"63,688"
state fort,https://mediabiasfactcheck.com/state-fort-daily/,questionable sources,very low,macedonia,"2,339"
state of the nation 2012,https://mediabiasfactcheck.com/state-of-the-union-2012/,questionable sources,low,united states,"53,781"
steadfast and loyal,https://mediabiasfactcheck.com/steadfast-and-loyal/,questionable sources,low,united states,"16,610"
stone cold truth,https://mediabiasfactcheck.com/stone-cold-truth/,questionable sources,low,,"29,850"
strategic culture foundation,https://mediabiasfactcheck.com/strategic-culture-foundation/,questionable sources,very low,russia,"660,234"
studio news network,https://mediabiasfactcheck.com/studio-news-network/,questionable sources,mixed,,"1,410"
subject politics,https://mediabiasfactcheck.com/subject-politics/,questionable sources,low,,93
sunday inquirer,https://mediabiasfactcheck.com/sunday-inquirer/,questionable sources,very low,,27
sure news,https://mediabiasfactcheck.com/sure-news/,questionable sources,low,,"19,566"
survivalblog,https://mediabiasfactcheck.com/survivalblog-com/,questionable sources,low,united states,"550,675"
svijmedia,https://mediabiasfactcheck.com/svijmedia-com/,questionable sources,low,,4
swampdrain,https://mediabiasfactcheck.com/swampdrain-com/,questionable sources,low,,998
swarajya,https://mediabiasfactcheck.com/swarajya/,questionable sources,low,india,"113,883"
taki's magazine,https://mediabiasfactcheck.com/takis-magazine/,questionable sources,low,united states,"704,477"
tashnews,https://mediabiasfactcheck.com/tashnews/,questionable sources,low,unknown or invalid region,109
tasnim news agency,https://mediabiasfactcheck.com/tasnim-news-agency/,questionable sources,mixed,iran,"4,351,622"
td newswire,https://mediabiasfactcheck.com/td-newswire/,questionable sources,very low,,7
tdtalliance,https://mediabiasfactcheck.com/tdtalliance-com/,questionable sources,low,,194
tea party inc.,https://mediabiasfactcheck.com/tea-party-inc/,questionable sources,low,,"142,377"
teddy stick,https://mediabiasfactcheck.com/teddy-stick/,questionable sources,low,,33
the tehran times,https://mediabiasfactcheck.com/tehran-times/,questionable sources,mixed,iran,"1,748,697"
tell me now,https://mediabiasfactcheck.com/tell-me-now/,questionable sources,low,,163
