name,news_link,bias_mbfc,reporting_mbfc,country_mbfc,references_mbfc
Mixi.Media,https://mediabiasfactcheck.com/mixi-media/,Questionable Sources,Low,,"1,513,790"
Molon Labe Media,https://mediabiasfactcheck.com/molon-labe-media/,Questionable Sources,Low,United States,"1,963"
MoonBattery,https://mediabiasfactcheck.com/moonbattery/,Questionable Sources,Low,United States,"1,029,684"
MoveOn,https://mediabiasfactcheck.com/move-on/,Questionable Sources,Mixed,United States,"607,189"
Moving Left,https://mediabiasfactcheck.com/moving-left/,Questionable Sources,Low,United States,34
Mr. Conservative (MRC),https://mediabiasfactcheck.com/mr-conservative-mrc/,Questionable Sources,Low,United States,"32,143"
MSMLies.com,https://mediabiasfactcheck.com/msmlies-com/,Questionable Sources,Mixed,Unknown or Invalid Region,0
My Right American,https://mediabiasfactcheck.com/my-right-american/,Questionable Sources,Low,,213
My Zone Today,https://mediabiasfactcheck.com/myzonetoday/,Questionable Sources,Mixed,Unknown or Invalid Region,5
Nation45,https://mediabiasfactcheck.com/nation45/,Questionable Sources,Very Low,Canada,379
National Alliance,https://mediabiasfactcheck.com/national-alliance/,Questionable Sources,Very Low,United States,"93,482"
National Economics Editorial,https://mediabiasfactcheck.com/national-economics-editorial/,Questionable Sources,Low,United States,109
National Enquirer,https://mediabiasfactcheck.com/national-enquirer/,Questionable Sources,Low,United States,"596,961"
National Rifle Association,https://mediabiasfactcheck.com/national-rifle-association-nra/,Questionable Sources,Mixed,United States,"4,506,998"
National Vanguard,https://mediabiasfactcheck.com/national-vanguard/,Questionable Sources,Very Low,United States,"89,227"
Native American News,https://mediabiasfactcheck.com/native-american-news/,Questionable Sources,Very Low,Unknown or Invalid Region,5
Native Americans,https://mediabiasfactcheck.com/native-americans/,Questionable Sources,Very Low,Ukraine,10
Natural News,https://mediabiasfactcheck.com/natural-news/,Conspiracy-Pseudoscience,Very Low,United States,"1,055,353"
NeverRepublican.com,https://mediabiasfactcheck.com/neverrepublican-com/,Questionable Sources,Low,,329
Nevo News,https://mediabiasfactcheck.com/nevo-news/,Questionable Sources,Low,Unknown or Invalid Region,51
New Century Times,https://mediabiasfactcheck.com/new-century-times/,Questionable Sources,Low,Unknown or Invalid Region,"5,293"
New Nation News,https://mediabiasfactcheck.com/new-nation-news/,Questionable Sources,Very Low,United States,"281,728"
New Politics Today,https://mediabiasfactcheck.com/new-politics-today/,Questionable Sources,Low,United States,"2,572"
News Blaze,https://mediabiasfactcheck.com/news-blaze/,Questionable Sources,Mixed,,"127,443"
News Conservative,https://mediabiasfactcheck.com/news-conservative/,Questionable Sources,Very Low,Unknown or Invalid Region,4
News Feed Hunter,https://mediabiasfactcheck.com/news-feed-hunter/,Questionable Sources,Low,Unknown or Invalid Region,65
News Procession,https://mediabiasfactcheck.com/news-procession/,Questionable Sources,Mixed,Unknown or Invalid Region,273
News Punch,https://mediabiasfactcheck.com/news-punch/,Questionable Sources,Very Low,United States,"78,030"
News and Stories from USA,https://mediabiasfactcheck.com/news-stories-usa/,Questionable Sources,Low,Unknown or Invalid Region,288
News Up Today,https://mediabiasfactcheck.com/news-up-today/,Questionable Sources,Low,China,32
News with Views,https://mediabiasfactcheck.com/news-with-views/,Questionable Sources,Low,,"266,582"
NewsAmmo,https://mediabiasfactcheck.com/newsammo/,Questionable Sources,Mixed,United States,"4,177"
NewsBreaksHere,https://mediabiasfactcheck.com/newsbreakshere/,Questionable Sources,Low,,196
Newsner,https://mediabiasfactcheck.com/newsner/,Questionable Sources,Very Low,Sweden,"82,170"
Newsservis.com,https://mediabiasfactcheck.com/newsservis-com/,Questionable Sources,Very Low,Unknown or Invalid Region,0
NewsWars,https://mediabiasfactcheck.com/newswars/,Questionable Sources,Low,United States,"76,601"
NMWS.us,https://mediabiasfactcheck.com/nmws-us/,Questionable Sources,Low,,13
Nos Comunicamos,https://mediabiasfactcheck.com/nos-comunicamos/,Questionable Sources,Low,,87
Oath Keepers,https://mediabiasfactcheck.com/oath-keepers/,Questionable Sources,Low,United States,"124,341"
Occupy Democrats,https://mediabiasfactcheck.com/occupy-democrats/,Questionable Sources,Low,United States,"40,318"
Online Conservative Press,https://mediabiasfactcheck.com/online-conservative-press/,Questionable Sources,Low,,15
Open Magazines,https://mediabiasfactcheck.com/open-magazines/,Questionable Sources,Very Low,Macedonia,"1,672"
Opposition Report,https://mediabiasfactcheck.com/opposition-report/,Questionable Sources,Mixed,,"9,798"
Overpasses for America,https://mediabiasfactcheck.com/overpasses-for-america/,Questionable Sources,Low,United States,"2,463"
Pacific Pundit,https://mediabiasfactcheck.com/pacific-pundit/,Questionable Sources,Low,United States,"87,084"
Pants on Fire News,https://mediabiasfactcheck.com/pants-on-fire-news/,Questionable Sources,Low,United States,0
Patribotics Blog,https://mediabiasfactcheck.com/patribotics-blog/,Questionable Sources,Low,,"9,544"
Patriot Beacon,https://mediabiasfactcheck.com/patriot-beacon/,Questionable Sources,Low,,6
Patriot Beat,https://mediabiasfactcheck.com/patriot-beat/,Questionable Sources,Mixed,,"5,600"
Patriot Fires,https://mediabiasfactcheck.com/patriot-fires/,Questionable Sources,Low,,"1,691"
Patriot Journal,https://mediabiasfactcheck.com/patriot-journal/,Questionable Sources,Mixed,,"6,345"
Patriot Update,https://mediabiasfactcheck.com/patriot-update/,Questionable Sources,Low,,"224,331"
Patriotic Express,https://mediabiasfactcheck.com/patriotic-express/,Questionable Sources,Low,,"3,233"
Patriotic Viral News,https://mediabiasfactcheck.com/patriotic-viral-news/,Questionable Sources,Low,,"3,381"
Patriots Voice,https://mediabiasfactcheck.com/patriots-voice/,Questionable Sources,Low,Unknown or Invalid Region,33
PC Must Die News,https://mediabiasfactcheck.com/pc-must-die-news/,Questionable Sources,Low,United States,0
Personal Liberty,https://mediabiasfactcheck.com/personal-liberty/,Questionable Sources,Low,United States,"142,960"
PJ Media,https://mediabiasfactcheck.com/pj-media/,Questionable Sources,Mixed,United States,"2,277,048"
Plymouth Patriot Post,https://mediabiasfactcheck.com/plymouth-patriot-post/,Questionable Sources,Low,United States,"2,130"
PM Nightly News,https://mediabiasfactcheck.com/pm-nightly-news/,Questionable Sources,Low,United States,36
Police Times,https://mediabiasfactcheck.com/police-times/,Questionable Sources,Low,,24
Political Ears,https://mediabiasfactcheck.com/political-ears/,Questionable Sources,Low,,53
Political Flare,https://mediabiasfactcheck.com/political-flare/,Questionable Sources,Low,United States,83
Political Inbox,https://mediabiasfactcheck.com/political-inbox/,Questionable Sources,Low,,9
Political Insider,https://mediabiasfactcheck.com/political-insider/,Questionable Sources,Mixed,United States,"29,664"
Political Mayhem News,https://mediabiasfactcheck.com/political-mayhem-news/,Questionable Sources,Low,,"3,720"
Political Site News,https://mediabiasfactcheck.com/political-site-news/,Questionable Sources,Low,Unknown or Invalid Region,"40,978"
Political State,https://mediabiasfactcheck.com/political-state/,Questionable Sources,Mixed,United States,641
Politico Info,https://mediabiasfactcheck.com/politico-info/,Questionable Sources,Low,Unknown or Invalid Region,71
Politics Live,https://mediabiasfactcheck.com/politics-live/,Questionable Sources,Very Low,Unknown or Invalid Region,7
Poltifact News,https://mediabiasfactcheck.com/politifact-news/,Questionable Sources,Low,,120
Population Research Institute,https://mediabiasfactcheck.com/population-research-institute/,Questionable Sources,Low,United States,0
Powdered Wig Society,https://mediabiasfactcheck.com/powdered-wig-society/,Questionable Sources,Low,United States,"29,597"
PragerU,https://mediabiasfactcheck.com/prageru/,Questionable Sources,Low,United States,"115,631"
President 45 Donald Trump,https://mediabiasfactcheck.com/president-45-donald-trump/,Questionable Sources,Low,,"6,903"
Press TV,https://mediabiasfactcheck.com/press-tv/,Questionable Sources,Low,Iran,"6,199,012"
Prideof-america.org (American News),https://mediabiasfactcheck.com/prideof-america-org-american-news/,Questionable Sources,Low,,77
Prntly,https://mediabiasfactcheck.com/prntly/,Questionable Sources,Low,Unknown or Invalid Region,"1,437"
Pro Trump News,https://mediabiasfactcheck.com/pro-trump-news/,Questionable Sources,Low,Unknown or Invalid Region,0
Progress Tribune,https://mediabiasfactcheck.com/progress-tribune/,Questionable Sources,Mixed,United States,34
Progressives Today,https://mediabiasfactcheck.com/progressives-today/,Questionable Sources,Low,United States,"46,006"
Project Purge,https://mediabiasfactcheck.com/project-purge/,Questionable Sources,Low,,100
Proud Leader,https://mediabiasfactcheck.com/proud-leader/,Questionable Sources,Low,,995
Puppet String News,https://mediabiasfactcheck.com/puppet-string-news/,Questionable Sources,Low,,"16,565"
QAnon.pub,https://mediabiasfactcheck.com/qanon-pub/,Conspiracy-Pseudoscience,Very Low,United States,"105,298"
Quillette,https://mediabiasfactcheck.com/quillette/,Questionable Sources,Mixed,Australia,"350,196"
Raw Conservative Opinions,https://mediabiasfactcheck.com/raw-conservative-opinions/,Questionable Sources,Mixed,United States,0
React365,https://mediabiasfactcheck.com/react-365/,Questionable Sources,Very Low,United States,"211,049"
Read Conservatives,https://mediabiasfactcheck.com/read-conservatives/,Questionable Sources,Low,,132
Reagan Coalition,https://mediabiasfactcheck.com/reagan-coalition/,Questionable Sources,Low,,"11,456"
Real Time Politics,https://mediabiasfactcheck.com/real-time-politics/,Questionable Sources,Low,,540
Red Blue Divide,https://mediabiasfactcheck.com/red-blue-divide/,Questionable Sources,Mixed,United States,0
Red Country - Conservative News,https://mediabiasfactcheck.com/red-country-conservative-news/,Questionable Sources,Low,,33
Red Ice TV,https://mediabiasfactcheck.com/red-ice-tv/,Questionable Sources,Low,Sweden,"551,400"
Red Info,https://mediabiasfactcheck.com/red-info/,Questionable Sources,Very Low,Macedonia,7
Red People,https://mediabiasfactcheck.com/red-people/,Questionable Sources,Very Low,Macedonia,7
Red Politics,https://mediabiasfactcheck.com/red-politics/,Questionable Sources,Low,,4
Qpolitical,https://mediabiasfactcheck.com/red-rock-daily-news/,Questionable Sources,Mixed,United States,75
Red Rock Tribune,https://mediabiasfactcheck.com/red-rock-tribune/,Questionable Sources,Low,United States,16
Red State Pundit,https://mediabiasfactcheck.com/red-state-pundit/,Questionable Sources,Low,Unknown or Invalid Region,"1,071"
Red State Watcher,https://mediabiasfactcheck.com/red-state-watcher/,Questionable Sources,Low,,"116,172"
"Red, White and Right",https://mediabiasfactcheck.com/red-white-and-right/,Questionable Sources,Low,,"3,331"
RedStateWave,https://mediabiasfactcheck.com/redstatewave/,Questionable Sources,Low,,41
Reed Cooper News,https://mediabiasfactcheck.com/reed-cooper-news/,Questionable Sources,Low,United States,"3,271"
Renew America,https://mediabiasfactcheck.com/renew-america/,Questionable Sources,Low,United States,"954,240"
Return of Kings,https://mediabiasfactcheck.com/return-of-kings/,Questionable Sources,Low,,"287,316"
Right Alerts,https://mediabiasfactcheck.com/right-alerts/,Questionable Sources,Low,,"5,506"
Right Smarts,https://mediabiasfactcheck.com/right-smarts/,Questionable Sources,Mixed,,570
Right Wing News (rightwing.news),https://mediabiasfactcheck.com/right-wing-news-rightwing-news/,Questionable Sources,Low,,"18,558"
Right Side News,https://mediabiasfactcheck.com/right-wing-news/,Questionable Sources,Low,,"2,109,646"
RINF,https://mediabiasfactcheck.com/rinf/,Questionable Sources,Low,,"159,126"
RT News,https://mediabiasfactcheck.com/rt-news/,Questionable Sources,Very Low,Russia,"4,385,211"
Russia Insider,https://mediabiasfactcheck.com/russia-insider/,Questionable Sources,Low,Russia,"50,634"
Russian News Agency-TASS,https://mediabiasfactcheck.com/russian-news-agency-tass/,Questionable Sources,Mixed,Russia,"1,477,814"
Ruth Institute,https://mediabiasfactcheck.com/ruth-institute/,Questionable Sources,Mixed,United States,"62,133"
Santa Monica Observer,https://mediabiasfactcheck.com/santa-monica-observer/,Questionable Sources,Low,United States,"47,171"
Shared News Report,https://mediabiasfactcheck.com/shared-news-report/,Questionable Sources,Low,Unknown or Invalid Region,7
Sharia Watch UK,https://mediabiasfactcheck.com/sharia-watch-uk/,Questionable Sources,Very Low,,"11,705"
SHTFplan.com,https://mediabiasfactcheck.com/shtfplan-com/,Questionable Sources,Mixed,,"631,148"
Sick Chirpse,https://mediabiasfactcheck.com/sick-chirpse/,Questionable Sources,Very Low,,"201,647"
Smoloko,https://mediabiasfactcheck.com/smoloko-news/,Questionable Sources,Very Low,,"57,724"
Sons of 1776,https://mediabiasfactcheck.com/sons-of-1776/,Questionable Sources,Low,United States,0
South Africa Today,https://mediabiasfactcheck.com/south-africa-today/,Questionable Sources,Mixed,South Africa,"48,795"
Right Wing News,https://mediabiasfactcheck.com/south-jersey-mechanic-trump-news/,Questionable Sources,Low,United States,1
Speisa,https://mediabiasfactcheck.com/speisa/,Questionable Sources,Low,,"42,975"
Sputnik,https://mediabiasfactcheck.com/sputnik-news/,Questionable Sources,Very Low,Russia,"2,957,272"
Squawker,https://mediabiasfactcheck.com/squawker/,Questionable Sources,Low,United States,"11,723"
Stares at the World,https://mediabiasfactcheck.com/stares-at-the-world/,Questionable Sources,Low,United States,"63,688"
State Fort,https://mediabiasfactcheck.com/state-fort-daily/,Questionable Sources,Very Low,Macedonia,"2,339"
State of the Nation 2012,https://mediabiasfactcheck.com/state-of-the-union-2012/,Questionable Sources,Low,United States,"53,781"
Steadfast and Loyal,https://mediabiasfactcheck.com/steadfast-and-loyal/,Questionable Sources,Low,United States,"16,610"
Stone Cold Truth,https://mediabiasfactcheck.com/stone-cold-truth/,Questionable Sources,Low,,"29,850"
Strategic Culture Foundation,https://mediabiasfactcheck.com/strategic-culture-foundation/,Questionable Sources,Very Low,Russia,"660,234"
Studio News Network,https://mediabiasfactcheck.com/studio-news-network/,Questionable Sources,Mixed,,"1,410"
Subject Politics,https://mediabiasfactcheck.com/subject-politics/,Questionable Sources,Low,,93
Sunday Inquirer,https://mediabiasfactcheck.com/sunday-inquirer/,Questionable Sources,Very Low,,27
